student_id,tenth_percentage,inter_percentage,cgpa,coding_score,dsa_score,projects_count,internships,aptitude_score,communication_skill,mock_interview_score,certifications,placement_status
1335,96.92,65.45,5.79,74,23,2,2,48,74,85,1,0
1336,82.96,87.02,7.72,55,95,0,0,97,83,21,4,1
1337,63.58,62.23,6.5,33,78,3,2,91,60,88,4,1
1338,84.25,63.17,5.86,77,45,3,2,32,27,32,1,0
1339,58.1,74.81,9.12,57,50,1,3,83,84,38,2,1
1340,56.32,67.31,6.94,99,92,4,3,47,22,66,3,1
1341,66.08,65.64,6.91,20,88,5,2,24,48,20,3,0
1342,74.89,82.75,5.82,84,71,4,1,93,89,37,2,1
1343,92.34,82.99,6.84,20,91,2,0,28,37,51,1,0
1344,86.27,90.45,9.18,79,40,0,0,33,77,91,1,1
1345,86.94,72.96,6.74,44,35,3,1,29,20,30,1,0
1346,73.3,58.14,9.57,29,70,4,3,52,41,39,4,1
1347,69.88,66.77,9.54,69,35,3,3,94,42,27,3,1
1348,70.95,97.14,5.7,31,37,5,1,59,27,57,0,0
1349,97.47,80.64,5.85,51,66,2,1,25,48,25,4,0
1350,56.72,85.52,9.14,52,75,5,3,36,63,21,4,1
1351,92.28,55.32,6.89,91,47,5,2,55,81,93,3,1
1352,79.88,77.28,5.02,45,97,2,3,89,38,92,2,1
1353,73.86,56.61,6.31,61,75,0,2,80,78,74,3,1
1354,86.19,79.48,7.87,69,56,5,0,93,99,22,2,1
1355,75.93,94.59,8.84,80,35,4,0,68,38,85,3,1
1356,92.56,96.64,5.64,60,84,2,2,88,41,91,4,1
1357,93.73,78.24,5.53,76,79,2,2,90,87,92,1,1
1358,73.13,74.7,9.43,21,80,3,3,43,24,45,4,0
1359,66.9,95.64,8.61,89,30,1,1,70,24,67,4,0
1360,80.47,83.97,7.83,50,94,5,2,61,44,27,0,1
1361,94.23,57.79,8.69,42,85,4,0,38,43,86,4,1
1362,64.06,75.03,7.06,95,51,0,3,81,20,94,4,1
1363,81.79,65.33,8.64,73,38,5,0,94,47,88,4,1
1364,82.16,75.2,6.78,47,75,0,3,86,66,95,0,1
1365,86.52,74.59,6.17,98,24,3,1,49,79,49,2,0
1366,60.66,80.03,8.5,38,22,5,1,57,38,46,0,0
1367,85.78,70.34,7.01,95,47,0,0,25,33,62,1,0
1368,94.09,62.06,9.71,67,91,5,2,41,89,24,2,1
1369,62.73,76.66,6.68,21,48,2,2,30,27,39,0,0
1370,65.21,90.7,9.42,30,96,5,0,91,56,71,1,1
1371,96.77,83.55,9.48,63,78,4,2,48,91,40,1,1
1372,62.78,69.55,6.16,78,44,5,2,27,29,22,3,0
1373,91.74,95.23,8.83,78,41,0,0,99,86,60,3,1
1374,76.17,94.22,7.08,57,90,4,0,54,32,83,4,1
1375,65.63,64,9.4,44,42,0,1,91,58,87,2,0
1376,92.44,56.69,7.16,40,89,1,0,91,83,90,0,1
1377,74.15,86.88,8.57,61,98,1,1,64,49,43,4,1
1378,77.14,90.59,7.24,55,98,4,1,52,23,71,2,1
1379,70.45,96.62,6.09,28,59,1,3,24,64,94,3,0
1380,80.5,93.26,5.96,31,33,1,2,81,25,21,0,0
1381,62.03,80.82,7.04,29,48,2,0,56,35,63,1,0
1382,71.82,77.79,8.63,78,35,0,2,36,41,60,1,0
1383,96.68,56.2,7.9,24,29,1,3,41,40,89,4,0
1384,66.1,65.61,8.31,52,66,4,0,97,84,26,4,1
1385,83.24,74.76,6.36,88,23,2,0,51,49,57,0,0
1386,68.98,82.03,7.31,99,31,1,3,33,43,64,1,0
1387,88.26,78.96,5.21,82,61,5,2,39,83,28,4,1
1388,60.63,86.93,8.92,48,23,4,1,41,32,72,1,0
1389,96.7,67.03,9.75,37,25,0,3,49,45,47,3,0
1390,74.51,79.29,6.95,25,33,5,3,73,39,38,4,0
1391,65.15,58.79,5.05,72,54,1,0,52,80,87,2,0
1392,58.16,72.79,5.82,51,66,4,1,24,25,23,4,0
1393,62.3,87.26,8.13,61,77,5,3,37,62,32,3,1
1394,77.35,84.82,7.94,66,84,4,2,82,68,30,0,1
1395,69.49,97.6,8.78,50,38,3,3,65,28,21,1,0
1396,90.64,66.95,6.22,81,76,5,2,26,56,89,0,1
1397,73.53,76.42,8.67,75,84,4,0,48,35,31,4,1
1398,65.69,69.17,8.3,30,32,5,3,76,23,56,2,0
1399,81.54,73.95,6.55,45,27,3,2,66,51,75,0,0
1400,85.39,91.85,7.62,46,37,0,0,28,36,71,2,0
1401,62.18,84.42,5.71,76,54,0,0,78,60,92,4,0
1402,62.21,92.94,7.17,46,45,2,0,90,64,23,2,0
1403,56.58,63.75,9.23,78,57,5,3,90,35,23,2,1
1404,86.67,92.55,7.02,81,85,3,0,62,39,68,3,1
1405,83.54,57.57,9.03,39,45,4,0,78,61,71,0,0
1406,75.41,93.21,7.83,22,76,2,2,25,29,53,4,0
1407,91.3,69.15,5.92,35,44,5,0,72,71,41,3,0
1408,89.64,68.53,7.79,63,49,2,3,83,79,32,2,1
1409,80.17,77.02,7.43,98,26,5,1,23,67,82,3,1
1410,92.34,95.45,6.91,49,46,0,0,20,42,34,3,0
1411,63.85,57.05,5.57,59,30,4,3,89,52,59,2,0
1412,59.81,70.15,7,84,27,3,0,50,96,57,4,0
1413,66.6,91.83,5.35,48,30,0,3,84,44,74,1,0
1414,57.45,72.03,5.47,49,49,2,0,88,69,63,3,0
1415,77.84,63.56,7,51,34,1,2,38,89,85,0,0
1416,95.27,73.27,6.47,29,75,2,1,88,98,85,2,1
1417,56.69,71.58,9.44,70,54,1,1,88,74,62,1,1
1418,60.25,94.36,6.8,27,58,5,3,68,87,91,3,1
1419,74.44,87.76,8.64,70,43,0,3,50,97,57,2,1
1420,95.16,76.72,7.55,55,27,5,1,79,23,48,2,0
1421,68.59,97.5,8.38,74,62,3,2,90,47,94,3,1
1422,76.81,75.01,6.25,54,61,4,2,98,48,75,0,1
1423,56.79,57.5,9.52,55,60,1,0,74,67,25,2,0
1424,61.38,66.28,7.54,75,66,4,2,96,91,28,2,1
1425,97.43,73.75,8.99,55,45,5,1,95,32,41,3,1
1426,96.5,61.75,6.75,80,71,0,1,96,62,65,1,1
1427,55.21,95.75,5.48,81,41,0,2,57,28,50,2,0
1428,95.93,87.97,8.23,44,24,5,2,52,59,40,2,0
1429,82.48,66.54,5.04,83,34,5,1,25,65,57,3,0
1430,92.32,80.4,7.28,79,55,0,1,32,77,71,2,0
1431,74.55,86.02,5.93,76,82,3,1,96,75,38,3,1
1432,77.17,95.47,8.01,89,98,1,1,96,31,29,0,1
1433,76.02,92.91,9.7,71,68,4,1,39,44,65,3,1
1434,83.68,77.15,7.23,75,74,2,2,56,35,95,1,1
1435,61.01,88.31,8.92,82,91,5,2,64,70,85,2,1
1436,56.29,79.17,7.44,87,79,5,0,92,99,98,0,1
1437,68.24,78.77,7.38,39,76,0,0,78,91,57,2,0
1438,85.3,59.93,9.47,73,48,4,3,71,72,81,2,1
1439,63.68,60.42,9.27,20,38,4,0,37,71,91,3,0
1440,83.96,77.77,8.77,29,92,3,2,44,86,65,2,1
1441,96.71,66.56,6.42,42,29,1,0,98,43,54,0,0
1442,59.04,55.9,7.62,70,29,3,0,20,33,62,4,0
1443,83.92,86.08,6.07,43,76,3,2,60,41,49,2,0
1444,74.08,56.4,7.13,32,73,4,1,37,50,92,3,0
1445,92.33,80.6,7.32,48,75,1,2,20,77,82,1,0
1446,62.62,78.19,8.99,77,87,1,2,58,88,49,2,1
1447,84.78,96.66,9.3,62,88,1,3,93,38,48,3,1
1448,91.04,75.82,6.99,29,74,0,3,50,72,85,2,0
1449,95.62,57.73,5.08,50,88,1,3,90,21,91,4,1
1450,84.38,78.72,9.14,93,91,4,1,57,72,93,4,1
1451,76.38,91.17,5.84,33,20,0,0,27,86,41,0,0
1452,81.57,97.86,7.99,53,31,2,3,53,66,54,4,0
1453,92.36,73.5,5.12,36,54,5,2,92,72,61,3,0
1454,79.54,68.77,6.92,40,97,3,3,46,76,43,4,1
1455,56.31,93.99,9.73,86,93,1,2,60,44,45,3,1
1456,95.03,63.22,5.48,77,98,2,1,26,54,50,2,0
1457,84.65,81.46,7.03,98,52,1,3,51,48,21,0,0
1458,84.09,72.45,6.47,27,44,3,2,92,95,58,0,0
1459,64.27,56.77,9.34,57,35,4,0,35,36,31,4,0
1460,83.33,69.93,9.17,45,27,4,1,21,99,92,1,1
1461,71.94,66.4,6.14,83,54,3,2,62,68,63,4,1
1462,83,84.5,5.39,49,65,2,0,50,75,62,1,0
1463,59.58,95.8,8.01,28,30,0,0,99,92,86,4,0
1464,83.29,66.53,6.61,51,80,5,2,66,22,57,3,1
1465,97.97,89.89,8.23,30,63,5,3,52,41,85,3,1
1466,57.07,57.38,5.15,53,30,5,0,36,33,59,1,0
1467,97.02,78.14,5.64,37,30,0,1,73,22,41,0,0
1468,72.5,58.03,8.29,38,41,1,0,73,57,94,1,0
1469,92.44,95.16,6.02,73,81,3,3,70,40,82,2,1
1470,88.64,87.95,9.12,56,67,3,1,71,70,78,0,1
1471,79.38,83.29,5.28,31,82,0,1,26,43,95,1,0
1472,86.75,90.43,6.03,23,70,2,1,73,64,38,2,0
1473,92.78,82.84,9.79,62,64,5,2,30,88,39,2,1
1474,72.38,96.66,7.08,46,52,3,0,81,63,92,4,1
1475,69.06,85.7,8.37,70,79,4,3,49,66,62,1,1
1476,83.71,94.76,5.88,24,21,4,2,76,76,77,3,0
1477,89.74,77.24,7.93,25,32,3,2,65,38,73,4,0
1478,87.78,60.03,8.49,96,85,5,1,99,53,59,0,1
1479,89.31,77.71,6.51,75,76,5,2,89,22,46,3,1
1480,73.73,60.46,8.98,87,62,5,0,85,58,32,2,1
1481,90.17,80.48,7.9,63,64,2,2,74,94,66,0,1
1482,60.17,75.75,6.87,34,50,4,2,77,79,91,4,1
1483,78.41,81.77,7.68,61,29,2,1,29,29,42,2,0
1484,55.25,55.43,7.77,30,42,0,1,23,59,78,2,0
1485,68.96,63.38,5.79,92,48,1,2,93,21,96,2,1
1486,70.76,76.13,6.93,30,50,5,1,92,64,26,3,0
1487,72.04,95.87,6.65,85,97,0,3,81,46,69,4,1
1488,84.91,71.5,6.92,46,93,1,3,62,72,85,4,1
1489,71.71,73.25,8.65,77,37,4,3,61,28,22,3,0
1490,74.29,85.73,7.32,91,30,1,2,43,20,58,4,0
1491,65.21,80.96,9.51,40,66,1,0,24,52,26,2,0
1492,71.05,67.85,6.41,40,22,3,0,87,57,87,2,0
1493,64.77,72.67,7,91,21,1,1,96,76,74,2,1
1494,58.15,64.36,8.78,20,73,3,0,64,52,27,4,0
1495,80.95,96.54,7.62,77,91,1,0,78,67,51,1,1
1496,83.73,60.62,7.63,32,50,3,2,84,22,38,0,0
1497,81.64,70.99,5.26,92,27,4,1,82,51,31,1,0
1498,74.93,56.11,6.91,25,62,4,0,94,96,76,3,1
1499,71.33,64.54,6.3,77,67,1,3,86,40,29,1,0
1500,92.12,88.56,9.8,36,21,2,1,68,87,97,1,1
1501,77.32,63.65,6.48,92,41,4,1,96,36,40,3,1
1502,75.6,58.44,9.25,31,24,0,1,51,61,39,1,0
1503,56.1,75.4,8.25,71,26,0,3,69,87,23,0,0
1504,69.67,55.43,6.64,95,39,3,0,77,31,38,4,0
1505,71.35,58.64,7.61,89,96,2,3,71,64,48,3,1
1506,72.15,89.73,9.03,92,21,5,1,42,55,90,1,1
1507,79.95,88.17,9.24,71,51,3,1,49,99,83,2,1
1508,77.94,94.35,5.77,56,22,1,2,89,70,91,2,0
1509,81.14,91.74,6.63,22,60,4,2,90,26,30,3,0
1510,87.89,84.38,6.61,27,61,2,2,49,52,52,2,0
1511,89.96,57.25,5.2,29,96,3,2,56,67,44,0,0
1512,85.88,88.66,7.87,66,64,3,1,67,85,52,1,1
1513,96.09,91.36,9.1,60,90,0,3,51,52,45,0,1
1514,55.78,89.36,6.83,83,36,1,2,89,97,55,0,1
1515,63.42,76.86,8.55,61,66,3,3,54,46,30,4,1
1516,55.33,65.01,8.01,62,88,0,2,95,66,49,1,1
1517,82.84,91.35,6.8,28,43,2,0,87,85,76,3,0
1518,93.62,86.27,5.68,33,90,3,2,51,62,29,2,0
1519,65.47,97.17,8.4,23,53,5,3,78,99,44,4,1
1520,94.86,61.69,9.1,21,69,5,2,54,38,87,0,1
1521,57.59,64.7,8.29,20,61,0,0,35,87,76,2,0
1522,95.18,64.11,5.09,94,52,5,3,98,29,53,1,1
1523,70.12,89.08,6.04,84,46,1,3,71,41,96,0,1
1524,59.36,63.04,5.33,65,97,4,3,85,95,73,0,1
1525,75.89,57.87,7.74,78,78,5,1,25,85,70,1,1
1526,66.04,97.94,8.63,94,38,2,3,33,21,25,3,0
1527,67.25,56.07,5.53,26,95,3,1,48,37,78,4,0
1528,68.21,90.92,9.02,85,22,0,0,45,99,73,1,0
1529,89.53,70.71,7.67,34,90,3,3,37,38,36,2,0
1530,78.18,91.19,8.31,91,44,4,3,23,49,45,2,1
1531,68.39,78.85,9.66,66,34,3,3,76,25,28,0,0
1532,81.24,93.77,5.4,59,79,3,0,72,46,21,4,0
1533,85.79,94.83,9.33,61,42,0,1,44,34,39,3,0
1534,66.72,55.39,5.61,70,30,4,2,66,50,25,3,0
1535,72.78,58.24,6.89,54,78,2,0,71,63,98,2,1
1536,60.24,65.77,9.09,60,53,0,0,53,95,74,3,1
1537,62.79,83.78,9.35,76,26,4,0,35,29,67,2,0
1538,84.29,93.2,7.43,57,63,4,1,55,40,77,4,1
1539,62.8,74.78,7.85,91,83,3,1,47,66,61,0,1
1540,77.58,81.1,8.4,27,42,1,1,84,74,93,2,0
1541,85.49,63.11,9,93,77,1,1,91,55,40,4,1
1542,59.6,89.61,5.58,82,39,2,1,72,93,25,2,0
1543,79.39,96.6,8.89,23,46,3,3,61,77,49,1,0
1544,66.03,66.55,7.31,67,79,1,2,98,38,42,2,1
1545,96.41,76.28,7.16,71,27,0,2,38,83,55,4,0
1546,75.79,58.7,7.03,57,86,2,1,63,29,22,3,0
1547,89.66,79.04,7.44,24,21,3,1,49,68,53,2,0
1548,78.66,76.62,9.54,89,41,5,3,93,73,49,0,1
1549,56.87,61.21,7.63,43,89,0,1,63,80,61,4,1
1550,82.23,74.01,9.58,96,55,1,3,46,78,40,3,1
1551,95.91,69.37,5.87,36,43,1,3,92,21,23,4,0
1552,80.87,77.44,8.48,97,31,1,0,53,94,68,2,1
1553,90.23,80.18,8.9,45,41,1,0,43,27,67,1,0
1554,93.02,55.37,8.26,22,92,4,1,75,38,70,1,1
1555,64.81,87.72,7.91,21,95,5,3,26,99,43,0,1
1556,64.12,85.66,7.71,21,42,2,1,87,87,65,0,0
1557,81.27,70.75,9.13,41,93,2,0,70,33,46,3,1
1558,72.67,57.28,8.94,90,82,1,0,27,41,70,1,1
1559,91.11,87.46,5.59,23,49,2,0,75,36,39,2,0
1560,93.7,96.07,9.07,57,38,5,0,96,82,99,4,1
1561,70.2,65.33,6.99,89,45,0,0,77,45,90,4,0
1562,65.19,68.91,6.22,92,30,0,1,88,55,37,1,0
1563,88.56,62.9,9.17,71,39,2,1,27,64,27,1,0
1564,66.82,79.81,7.07,50,75,1,0,85,49,46,4,0
1565,90.37,61.66,8.88,45,64,3,1,43,40,33,3,0
1566,73.22,70.32,6.26,55,87,5,0,61,39,37,4,0
1567,83.7,84.97,5.02,45,66,1,0,73,61,84,0,0
1568,59.11,79.08,7.38,47,95,4,0,35,75,50,2,1
1569,81.83,71.62,5.48,24,77,3,1,23,31,39,1,0
1570,74.43,73.07,8.62,93,29,5,1,78,27,89,1,1
1571,80.22,79.17,6.33,37,41,4,3,65,82,64,3,0
1572,62.22,55.25,7.13,34,90,2,1,32,75,20,0,0
1573,86.69,58.38,5.42,76,43,4,1,56,26,38,4,0
1574,92.1,92.89,6.38,24,85,2,2,73,81,58,0,0
1575,64.32,58.35,8.75,56,80,4,0,68,80,46,0,1
1576,59.12,85.39,5.73,41,26,3,0,94,29,75,3,0
1577,56.02,94.56,8.11,71,91,4,1,77,69,35,3,1
1578,82.6,66.64,9.4,34,57,1,1,38,39,97,4,0
1579,81.11,70.93,8.26,36,40,2,3,37,47,26,4,0
1580,78.51,79.46,8.89,70,27,0,2,79,33,39,2,0
1581,64.97,92.91,5.52,64,47,4,0,36,95,50,0,0
1582,71.81,95.5,6.2,82,73,2,0,30,27,98,4,1
1583,80.56,86.8,9.29,47,50,0,1,34,26,44,3,0
1584,76.36,58.72,8.43,78,60,2,1,91,24,20,2,0
1585,97.47,83.77,8.07,40,56,2,2,36,20,36,2,0
1586,60.87,72.64,8.19,61,57,0,0,24,92,99,3,0
1587,84.89,75.24,6.99,88,70,0,2,80,29,46,4,1
1588,72.39,57.11,5.21,36,95,3,0,23,77,43,3,0
1589,73.41,63.22,8.77,87,56,5,1,75,84,81,4,1
1590,85.86,88.99,8.26,26,50,4,2,94,79,71,3,1
1591,84.77,74.52,7.27,59,81,4,3,67,39,70,3,1
1592,97.62,67.97,9.32,59,37,2,1,67,77,85,1,1
1593,60.52,71.51,6.61,62,25,1,3,54,62,76,4,0
1594,59.48,91.74,6.41,92,28,1,3,52,48,74,0,0
1595,86.15,87.21,9.19,70,30,5,3,40,21,72,1,1
1596,79.87,66.71,8.83,92,21,2,0,24,45,38,1,0
1597,66.79,60.05,7.47,42,48,3,3,83,94,32,1,0
1598,58.42,65.84,5.63,51,70,0,0,88,78,48,1,0
1599,58.68,94.59,6.03,50,88,2,2,40,20,25,0,0
1600,93.45,80.01,8.15,36,42,4,1,93,50,92,1,1
1601,63.25,77.94,6.85,77,26,1,0,51,57,20,0,0
1602,68.9,80.64,9.02,54,75,1,0,37,41,43,0,0
1603,64.75,70.74,9.56,49,96,1,2,77,85,93,1,1
1604,70.26,89.71,8.87,83,81,3,2,98,66,25,2,1
1605,57.99,77.5,6.81,72,93,4,1,43,20,67,0,1
1606,77.32,60.02,8.79,70,99,3,2,24,69,39,1,1
1607,57.91,60.55,6.69,56,34,0,0,72,55,95,3,0
1608,89.42,78.08,5.8,25,72,2,1,92,64,86,3,0
1609,65.05,95.27,5.16,53,62,2,1,74,55,74,4,0
1610,78.22,68.26,6.85,75,54,1,1,24,53,37,0,0
1611,92.84,92.39,9.34,44,98,1,3,88,28,40,0,1
1612,82.99,87.86,6.15,32,33,0,3,60,95,83,3,0
1613,77.92,65.66,5.99,82,88,3,0,26,23,56,0,0
1614,68.95,56.56,9.66,85,68,5,3,20,98,38,0,1
1615,69.32,59.38,5.12,24,37,5,2,71,82,75,3,0
1616,83.79,86.33,8.77,94,70,5,1,45,23,81,1,1
1617,97.75,63.59,6.54,30,20,4,0,82,24,37,3,0
1618,83.46,70.96,5.18,97,46,0,2,31,29,49,2,0
1619,78.98,76.57,9.41,63,83,2,1,89,63,75,3,1
1620,86.42,86.2,5.67,88,79,2,2,38,59,61,3,1
1621,75,59.87,7.65,21,60,3,3,99,55,72,1,1
1622,57.59,72.47,6.32,59,40,0,2,23,54,93,3,0
1623,79.18,75.86,5.31,56,33,4,3,24,78,69,3,0
1624,96.18,78.26,5.24,68,39,0,2,73,84,23,1,0
1625,62.54,90.19,5.55,94,30,0,0,89,50,82,3,0
1626,84.67,62.38,5.34,55,85,3,3,76,65,86,1,1
1627,63.64,89.74,8.65,94,43,4,3,97,68,75,2,1
1628,78.04,84.79,7.33,92,56,5,1,71,25,68,1,1
1629,59.16,78.9,6.65,89,43,2,3,37,89,41,0,0
1630,74.37,85.08,7.01,53,34,1,1,83,38,31,0,0
1631,87.52,72.72,9.46,77,31,5,3,29,61,68,1,1
1632,69.95,60.95,9.37,56,83,4,3,42,49,32,3,1
1633,83.59,83.63,8.44,79,50,2,3,87,45,52,4,1
1634,89.2,77.56,9.25,31,72,5,3,71,22,66,4,1
1635,94.87,82.49,6.53,51,91,3,1,66,52,83,2,1
1636,65.09,69.53,6.83,23,63,4,0,89,69,36,2,0
1637,72.17,94,7.95,52,49,4,2,45,50,53,4,0
1638,61.55,80.26,7.99,62,54,2,3,89,87,87,4,1
1639,97.68,58.67,7.31,28,40,2,3,62,29,58,1,0
1640,94.86,74.34,6.92,70,82,0,0,88,41,91,4,1
1641,78.22,87.52,9.73,39,36,0,1,82,82,20,0,0
1642,91.21,89.15,8.94,58,31,4,2,97,73,24,2,1
1643,77.4,76.27,7.09,42,37,1,0,85,70,59,2,0
1644,81.81,93.47,8.49,60,79,3,0,82,23,82,0,1
1645,58.83,66.51,6.29,63,86,2,0,32,56,20,2,0
1646,87.48,72.66,5.48,54,34,0,0,70,90,54,4,0
1647,60.49,93.64,6.69,42,35,3,3,24,82,36,2,0
1648,90.52,93.54,6.93,77,41,5,2,66,70,79,0,1
1649,88.63,84.49,5.08,67,82,5,3,55,27,20,2,0
1650,85.48,91.94,8.91,77,50,4,0,55,20,23,4,0
1651,56.55,58.82,6.72,76,20,2,2,69,27,28,1,0
1652,68.03,92.19,7.79,58,94,5,0,75,74,64,4,1
1653,66.31,68.79,5.36,47,25,2,1,38,28,51,2,0
1654,70.49,62.67,5.84,83,28,0,0,39,70,88,3,0
1655,58.77,65.29,9.27,81,71,5,0,41,35,33,2,1
1656,95.29,72.97,7.92,81,99,1,1,50,72,70,2,1
1657,78.81,65.8,9.56,45,81,5,3,81,78,42,0,1
1658,68.14,68.78,9.79,70,77,2,2,63,64,65,3,1
1659,72.07,60.8,6.78,69,38,1,0,87,56,46,0,0
1660,74.23,67.74,6.43,55,32,3,0,86,85,55,0,0
1661,80.83,79.61,9.12,45,51,5,1,68,83,87,4,1
1662,77.17,74,9.79,52,28,2,2,78,55,51,1,0
1663,94.53,69.91,8.02,87,68,5,1,23,95,92,2,1
1664,76.37,87.1,8.82,92,56,5,0,58,69,85,3,1
1665,97.66,93.42,8.75,27,50,2,3,26,72,61,2,0
1666,91.61,87.54,6.71,85,50,1,3,90,76,69,0,1
1667,63.97,69.28,7.76,42,78,0,2,68,38,76,1,0
1668,95.02,87.01,9,89,74,5,0,34,45,83,0,1
1669,60,61.54,8.3,74,38,4,1,26,87,65,2,1
1670,90.15,60.6,5.1,62,82,3,0,66,62,93,4,1
1671,71.37,69.86,6.62,40,21,2,1,87,77,73,2,0
1672,92.75,89.73,5.69,41,64,5,1,64,96,72,0,1
1673,92.33,65.59,6.12,28,62,0,2,38,78,48,3,0
1674,89.65,57.72,9.35,53,20,2,1,66,65,56,3,0
1675,88.97,60.66,5.18,78,80,5,2,72,87,88,3,1
1676,68.1,91.93,6.06,45,22,3,3,46,59,33,3,0
1677,58.48,82.25,6.49,20,63,4,2,24,32,46,3,0
1678,72.33,65.89,7.96,24,26,2,2,79,28,24,1,0
1679,62.46,78.88,7.56,60,52,5,2,96,85,63,1,1
1680,84.88,77.69,6.05,82,28,1,3,81,72,34,4,0
1681,69.88,83.18,5.79,41,49,0,2,78,95,86,3,0
1682,96.95,65.03,6.14,87,37,4,1,80,23,20,0,0
1683,82.56,92.17,7.41,67,75,2,1,75,33,43,0,0
1684,90.37,68.3,6.3,85,50,5,2,97,27,95,2,1
1685,60.7,84.85,9.55,35,91,4,1,66,81,81,3,1
1686,92.07,55.69,7.23,99,82,1,2,67,64,97,0,1
1687,94.68,71.02,5.28,72,69,2,3,29,86,76,4,1
1688,75.94,70.12,8.5,84,20,4,1,51,81,39,0,0
1689,81.07,78.37,6.58,98,38,2,2,84,97,77,4,1
1690,87.89,58.13,8.14,83,83,2,0,43,89,33,3,1
1691,62.52,88.98,6.34,87,72,4,3,48,55,97,2,1
1692,76.61,64.36,7.74,82,25,2,0,26,20,72,2,0
1693,72.14,84.11,8.71,81,36,1,2,36,79,54,1,0
1694,61.29,89.54,9.45,90,65,4,1,44,93,81,3,1
1695,70.8,79.16,6.25,64,91,5,2,55,32,80,0,1
1696,57.93,86.86,6.61,71,92,4,1,80,31,38,2,1
1697,56.11,83.46,7.23,93,74,1,2,90,94,61,4,1
1698,60.81,70.29,9.45,84,25,1,2,54,36,63,4,0
1699,96.41,89.78,9.33,21,89,1,1,97,66,20,0,0
1700,78.63,67.67,5.43,68,87,5,1,69,72,87,0,1
1701,96.53,79.56,5.63,41,59,5,2,75,86,97,3,1
1702,73.6,87.05,7.38,48,85,2,0,84,29,65,0,0
1703,68.41,71.3,5.51,54,28,2,3,60,65,70,0,0
1704,76.76,68.02,6.66,95,30,3,0,44,23,51,0,0
1705,73.9,74.75,5.71,43,39,2,0,53,76,99,2,0
1706,59.54,90.17,8.05,49,62,1,0,27,57,38,3,0
1707,82.56,94.99,9.56,61,77,3,0,75,31,58,0,1
1708,64.29,78.44,9.78,90,97,1,1,49,50,33,0,1
1709,81.64,83.44,6.8,69,45,0,0,87,21,48,4,0
1710,82.96,93.84,7.88,90,57,5,3,40,20,61,2,1
1711,61.54,59.24,9.11,79,55,4,1,29,44,33,0,0
1712,57.64,64.98,5.56,49,74,0,0,52,24,30,2,0
1713,88.57,85.48,8.31,31,25,5,1,94,67,94,3,1
1714,74.77,90.42,6.96,68,22,5,0,94,33,66,3,0
1715,57.5,91.85,5.99,65,84,1,0,23,71,43,1,0
1716,97.78,72.85,6.93,62,83,2,3,42,93,41,4,1
1717,57.48,58.84,5.36,21,77,4,1,88,40,68,1,0
1718,84.89,73.82,8.34,94,77,2,1,72,44,74,2,1
1719,97.3,64.92,6.21,99,37,2,2,24,86,74,4,1
1720,65.28,67.52,6.49,73,42,4,0,37,69,89,0,0
1721,61.12,88.21,5.58,54,48,4,0,36,52,97,4,0
1722,60.22,58.25,9.15,71,42,0,3,77,36,92,4,1
1723,68.04,90.59,7.37,52,55,1,3,86,89,54,3,1
1724,59.34,73.39,7.75,91,89,2,1,91,53,63,1,1
1725,84.76,80.63,7.73,70,25,1,3,75,45,55,3,0
1726,57.68,58.86,6.97,45,53,1,1,59,61,34,3,0
1727,76.91,69.51,5.92,81,63,3,0,21,50,64,1,0
1728,97.86,58.86,8.58,80,63,0,0,40,70,81,3,1
1729,90,96.35,5.61,45,46,2,1,71,55,69,4,0
1730,81.45,89.71,5.5,56,71,5,3,43,32,97,2,1
1731,68.17,74.76,8.41,49,61,4,3,72,99,32,0,1
1732,81.83,64.61,6,30,44,4,1,57,32,50,0,0
1733,77.66,95.14,6.47,72,93,1,0,39,51,24,3,0
1734,73.32,69.82,7.28,60,58,0,1,69,24,27,1,0
1735,60.62,61.92,7.16,24,58,0,3,58,31,32,4,0
1736,93.12,79.22,8.4,85,31,2,1,79,78,60,3,1
1737,74.34,95.58,7.99,32,30,2,0,58,60,36,4,0
1738,63.37,55.16,8.09,82,22,1,2,90,56,51,4,0
1739,70.81,65.24,8.43,44,41,1,1,52,87,24,0,0
1740,72.81,95.35,6.4,63,23,1,2,48,67,28,2,0
1741,90.58,62.36,6.55,33,27,3,1,93,62,53,2,0
1742,86.55,59.87,7.1,88,33,0,3,29,60,20,1,0
1743,88.08,79.52,6.48,78,33,1,3,95,75,59,2,1
1744,55.47,92.06,9.73,75,35,0,2,86,88,98,3,1
1745,72.89,75.52,8.91,71,51,5,1,22,30,73,0,1
1746,75.7,97.77,5.79,85,83,4,3,96,28,51,0,1
1747,55.83,84.2,5.03,87,95,4,2,50,47,69,4,1
1748,66.17,58.19,5.21,31,35,0,2,46,41,78,3,0
1749,87.69,97.69,6.17,94,71,5,1,89,94,81,3,1
1750,60.9,72.54,5.55,87,38,4,3,46,25,30,4,0
1751,78.02,67.36,7.56,62,88,4,2,28,45,42,4,1
1752,64.25,78.99,9.12,92,31,4,0,25,35,45,0,0
1753,55.52,68.09,8.54,93,24,2,0,25,33,82,3,0
1754,65.37,58.72,6.03,25,61,5,3,45,54,65,2,0
1755,96.96,55.06,6.92,34,36,2,3,62,61,88,2,0
1756,89.47,74.33,7.44,61,91,0,0,38,72,25,0,0
